session_code,id_in_session,participant_code,channel,nickname,body,timestamp
e3cj2oap,189,bmnhiraa,16-bargaining_tdl_main-244_2_3,RightPartner,yellow is sitting this one out. We'll support each other then. East money.,1787678329.6541712
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_1_2,RightPartner,Feel that,1787678329.9603748
e3cj2oap,173,wdysq93l,16-bargaining_tdl_main-244_2_3,LeftPartner,hello,1787678330.4483469
e3cj2oap,192,2m14f4yn,16-bargaining_tdl_main-247_2_3,LeftPartner,I am going to support the yellow participant,1787678330.5280604
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,Wow - that's great!,1787678330.6929777
e3cj2oap,201,4vde3bo3,16-bargaining_tdl_main-248_1_3,LeftPartner,HI,1787678331.4977715
e3cj2oap,205,jfztp504,16-bargaining_tdl_main-247_2_3,RightPartner,Would you like to support each other?,1787678331.5462134
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_1_3,LeftPartner,I feel that. Economy is crazy.,1787678331.627545
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,"yes, I am onboard, We are very similar",1787678332.32158
e3cj2oap,201,4vde3bo3,16-bargaining_tdl_main-248_2_3,RightPartner,HI,1787678335.22834
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,okay we can take turns. well go the first round and then the next round I can support thr other person and they can suppport me and then ill sit out and you and them suoport each other,1787678335.4586122
e3cj2oap,174,9e98u3nk,16-bargaining_tdl_main-248_1_2,LeftPartner,Hi,1787678336.542173
e3cj2oap,174,9e98u3nk,16-bargaining_tdl_main-248_1_3,RightPartner,Hi,1787678337.65959
e3cj2oap,188,5lucxkqo,16-bargaining_tdl_main-247_1_3,RightPartner,i will support you,1787678341.1304498
e3cj2oap,180,kqcmlf2v,16-bargaining_tdl_main-248_2_3,LeftPartner,Hi,1787678344.7624474
e3cj2oap,201,4vde3bo3,16-bargaining_tdl_main-248_1_3,LeftPartner,WHAT ABOUT YOU,1787678346.252116
e3cj2oap,186,e57jk6k4,16-bargaining_tdl_main-246_1_3,RightPartner,make sure you support me back,1787678346.3726904
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,I agree! I'll support you!,1787678349.1328695
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,want to do that so we all make money?,1787678349.1784625
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_1_3,LeftPartner,Sure,1787678351.1085827
e3cj2oap,180,kqcmlf2v,16-bargaining_tdl_main-248_1_2,RightPartner,Hi,1787678351.1785219
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,I see yellow left the chat,1787678353.2593362
e3cj2oap,188,5lucxkqo,16-bargaining_tdl_main-247_1_2,LeftPartner,i will support you,1787678353.5683935
e3cj2oap,192,2m14f4yn,16-bargaining_tdl_main-247_2_3,LeftPartner,"Sure, we can do that, the yellow participant has not answered me",1787678355.7560399
e3cj2oap,201,4vde3bo3,16-bargaining_tdl_main-248_2_3,RightPartner,WHAT ABOUT YOU,1787678356.7842166
e3cj2oap,205,jfztp504,16-bargaining_tdl_main-247_1_3,LeftPartner,ok.  I will support you then,1787678361.7850308
e3cj2oap,186,e57jk6k4,16-bargaining_tdl_main-246_1_2,LeftPartner,what is your strategy for this game,1787678362.3016834
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,That sounds fair. Thanks!,1787678362.829904
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_2_3,LeftPartner,"orange player decides his own. who ever support you , you should support him..ok",1787678367.0072076
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,"Yes, I wonder why? Hope we can continue...",1787678372.3828871
e3cj2oap,173,wdysq93l,16-bargaining_tdl_main-244_2_3,LeftPartner,Yeah I was wondering what made yellow leave early,1787678372.496675
e3cj2oap,174,9e98u3nk,16-bargaining_tdl_main-248_1_3,RightPartner,This is an interesting game...,1787678372.749376
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,I guess we are supposed to figure out how to do this.,1787678377.1945899
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_1_2,RightPartner,Orange/yellow team up?,1787678378.3821442
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_2_3,RightPartner,"If we're in the same round 2, I'll take the loss next round on purpose",1787678378.6109385
e3cj2oap,192,2m14f4yn,16-bargaining_tdl_main-247_1_2,RightPartner,"The purple participant answered first and said they would support me, so I am going to support them",1787678386.4893498
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,hello yes. Purple left the chat,1787678387.714198
e3cj2oap,186,e57jk6k4,16-bargaining_tdl_main-246_1_3,RightPartner,"if we are true to our word, and support each other, it is an easy reward for both of us",1787678389.426317
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_2_3,RightPartner,So you get a shot at the bonus too,1787678390.500117
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,lol,1787678393.4826863
e3cj2oap,188,5lucxkqo,16-bargaining_tdl_main-247_1_2,LeftPartner,okay,1787678396.6400104
e3cj2oap,192,2m14f4yn,16-bargaining_tdl_main-247_1_2,RightPartner,Just wanted to be upfront,1787678397.088099
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,Shall we push Next and move onto the next step?,1787678402.9944596
e3cj2oap,180,kqcmlf2v,16-bargaining_tdl_main-248_2_3,LeftPartner,I think this survey is cool,1787678405.778916
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_1_3,LeftPartner,"Yes, let's cover orange next round if they're present, I'll give up my bonus",1787678411.8292115
e3cj2oap,180,kqcmlf2v,16-bargaining_tdl_main-248_2_3,LeftPartner,What about you?,1787678418.9946854
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,"I'm not sure of the point of this, but ok.  I will share if you share I suppose",1787678419.199604
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,oops. Looks like orange left. I say we support each other.,1787678419.3306072
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_2,LeftPartner,"im cool w that, lemme make sure purple is cool with that n then we can switch up between rounds",1787678422.0549574
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_1_2,RightPartner,Down to run it if you are,1787678423.2769842
e3cj2oap,193,z6tlfmc0,16-bargaining_tdl_main-246_1_2,RightPartner,"Honestly i have no clue, I kind of always go with my gut feeling but trying to figure out which is the best route , how about you ?",1787678425.7944922
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_1_3,LeftPartner,I will throw my support behind you. Think you can promise the same?,1787678429.640764
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,well try it that way. The other participant moved ahead before I could explain it to them. hopfullly theyll catch on.,1787678433.8423555
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,Me too. I will support you and hope we can continue. ,1787678435.42547
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_2_3,LeftPartner,Should we switch up even/odd rounds?,1787678436.9762998
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,So someone needs to support someone and they need to support them back for two players to get payment but one person will always lose out.,1787678442.3276396
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,"yes, lets",1787678442.3885882
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_1_3,LeftPartner,"On to make my choice, take care",1787678444.4711053
e3cj2oap,196,93q6xafx,16-bargaining_tdl_main-246_2_3,RightPartner,Take care,1787678448.931397
e3cj2oap,186,e57jk6k4,16-bargaining_tdl_main-246_1_3,RightPartner,"that's a good idea, we'll support each other t his round",1787678449.7667012
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,Ok - will do! Good luck!,1787678451.3732555
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,Pretty much,1787678452.9659548
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,it's kinda weird,1787678452.96986
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,they just said you support me and I support you then left the chat ,1787678455.3918653
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_3,RightPartner,orange an i are teaming up round one n then we all switch off to ensure everyone gets paid,1787678455.3955655
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_2_3,RightPartner,"Hello, How are you doing today?",1787678458.0524936
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,It is.,1787678458.1802652
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_2_3,RightPartner,"Would have to do some triplicate rotation, no?",1787678463.894599
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,okay,1787678467.1210976
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,"Hello, How are you today?",1787678468.4347162
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,Well i'll support you. That will be my plan,1787678472.746974
e3cj2oap,186,e57jk6k4,16-bargaining_tdl_main-246_1_2,LeftPartner,i don't have a strategy yet,1787678473.6416607
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,lets go,1787678475.9965365
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,"Hello, ",1787678476.4175506
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,Behavioral psychology in group dynamics.  ok,1787678476.9116037
e3cj2oap,206,qdmsl6x6,16-bargaining_tdl_main-251_1_2,RightPartner,"Hi Im trying to coordinate so that we can hopefully both earn $3. I'm willing to support you, if you're willing to support me! Let me know your thoughts!",1787678482.7939734
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_2,LeftPartner,relaying the plan,1787678485.2094412
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_2_3,RightPartner,"Orange & Yellow round 1, Yellow and Purple Round 2, Orange and Purple Round 3?",1787678487.6496458
e3cj2oap,195,4ryahkq0,16-bargaining_tdl_main-249_1_2,LeftPartner,Same here.,1787678488.0860944
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_2_3,LeftPartner,"Like... 1st round vote purple, second orange, third yellow",1787678488.824109
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,well go with our game plan. il support you first round and you support me,1787678494.312779
e3cj2oap,206,qdmsl6x6,16-bargaining_tdl_main-251_1_2,RightPartner,"I am doing good, you?",1787678495.8996487
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_2,LeftPartner,"sure, I like the Idea",1787678496.5007691
e3cj2oap,198,ylbjx1uk,16-bargaining_tdl_main-249_1_2,RightPartner,ok! it's a plan,1787678500.8633575
e3cj2oap,216,fw1qaokl,16-bargaining_tdl_main-252_1_2,RightPartner,Purple has already left Did they mention who they were supporting?,1787678503.2761667
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,deal,1787678505.4644797
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,I hope your day is going well,1787678505.988172
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_2,LeftPartner,Doing great!,1787678511.927362
e3cj2oap,206,qdmsl6x6,16-bargaining_tdl_main-251_1_2,RightPartner,awesome!,1787678512.030164
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_2_3,LeftPartner,Oh you're right,1787678513.0536335
e3cj2oap,209,hc6a7lgr,16-bargaining_tdl_main-252_1_2,LeftPartner,I think we should support each other since purple left already. ,1787678517.5109916
e3cj2oap,206,qdmsl6x6,16-bargaining_tdl_main-251_2_3,LeftPartner,hello how are you?,1787678521.6701684
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_3,RightPartner,dawg i need verbal confirmation,1787678527.4261844
e3cj2oap,216,fw1qaokl,16-bargaining_tdl_main-252_1_2,RightPartner,I will support you.,1787678530.1869063
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_2_3,LeftPartner,Hi!,1787678530.4506183
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_1_3,LeftPartner,"O & Y round 1, Y and P round 2, O and P round 3?",1787678532.2917972
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,So I hope we win.,1787678536.0805912
e3cj2oap,207,n9batqwn,16-bargaining_tdl_main-253_1_3,RightPartner,"hi, should we team up?",1787678537.693115
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_1_2,RightPartner,hello!,1787678537.7048192
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_2_3,RightPartner,I'm doing well. I hope your day is going well too.,1787678539.878753
e3cj2oap,215,jktozy7m,16-bargaining_tdl_main-253_1_3,LeftPartner,Greetings - I don't really understand a fair way to do this experiment without excluding someone. Do you have any ideas?,1787678540.1661763
e3cj2oap,232,o6747oqy,16-bargaining_tdl_main-254_1_3,LeftPartner,Hi!,1787678541.5628324
e3cj2oap,213,7n1l2zda,16-bargaining_tdl_main-253_1_2,RightPartner,I'm planning on following you. Will you do the same for me?,1787678542.0006626
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_3,RightPartner,yeyeyeye,1787678545.1713421
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_2,LeftPartner,hello1,1787678547.5391147
e3cj2oap,206,qdmsl6x6,16-bargaining_tdl_main-251_2_3,LeftPartner,Not too bad,1787678549.0477076
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_1_3,LeftPartner,and then we cycle,1787678549.813484
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,Me too -- you were the first to respond back to me.,1787678554.395515
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_3,RightPartner,hi there,1787678554.6120498
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_1_2,RightPartner,how are you?,1787678559.348977
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_2_3,LeftPartner,How are you,1787678563.4420455
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_2_3,RightPartner,"OY, YP, OP and then cycle",1787678564.3026557
e3cj2oap,213,7n1l2zda,16-bargaining_tdl_main-253_2_3,LeftPartner,"I'm planning on following you, will you do the same for me?",1787678566.5046065
e3cj2oap,207,n9batqwn,16-bargaining_tdl_main-253_1_3,RightPartner,I don't think it can be fair. I think two people just have to team up,1787678567.8181012
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_2,LeftPartner,"okay orange/yellow round one, y and p round 2, o and p round 3",1787678572.6277108
e3cj2oap,215,jktozy7m,16-bargaining_tdl_main-253_2_3,RightPartner,"Greetings, I don't really understand a fair way to do this experiment without excluding someone. Do you?",1787678577.2207437
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_2,LeftPartner,"I am well,  yourself?",1787678580.8600972
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_2_3,LeftPartner,?,1787678583.5029414
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_1_2,RightPartner,word,1787678583.9523854
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,I guess orange left. So if we vote for each other we will each get $3,1787678586.8320894
e3cj2oap,194,b71hol4c,16-bargaining_tdl_main-245_2_3,LeftPartner,great,1787678587.605665
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_3,RightPartner,How are you?,1787678587.6100872
e3cj2oap,191,b0n1d0ib,16-bargaining_tdl_main-245_1_3,RightPartner,we're all in agreement,1787678597.8156328
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_1_2,RightPartner,I'm doing well too thank you for asking! ,1787678605.1278634
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_1_3,LeftPartner,"OY, YP, OP - sounds good",1787678607.2501876
e3cj2oap,202,or5zzk3z,16-bargaining_tdl_main-245_2_3,RightPartner,Sounds good!,1787678608.2225409
e3cj2oap,215,jktozy7m,16-bargaining_tdl_main-253_1_3,LeftPartner,"Ok - That's what I thought. Yes, lets team up. I think my other person dropped out. thanks!",1787678612.8297045
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_2_3,LeftPartner,hello?,1787678613.8365967
e3cj2oap,238,l5b6nbu0,16-bargaining_tdl_main-255_1_3,LeftPartner,Hi! I would love to support you because yellow is such a happy color. What are your thoughts on supporting me back?,1787678614.647435
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_2,LeftPartner,do you want to support each other? ,1787678619.6572068
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,I would have no reason to vote for someone who already left.,1787678620.6291788
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,That's great! well we should vote.. that exactly what I wanted to say!,1787678621.5528965
e3cj2oap,204,7btk6yh9,16-bargaining_tdl_main-255_1_2,RightPartner,alliance?,1787678630.4291184
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,Awesome!,1787678632.9629784
e3cj2oap,232,o6747oqy,16-bargaining_tdl_main-254_1_3,LeftPartner,Lets team up if you support me and I support you we both earn $3 and orange gets $0. I will support you for sure. Let us do it.,1787678633.7818086
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_1_2,RightPartner,Yes I would like to!,1787678634.6139212
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_3,RightPartner,do you wan to support each other? ,1787678634.6172993
e3cj2oap,204,7btk6yh9,16-bargaining_tdl_main-255_2_3,LeftPartner,alliance?,1787678645.4904702
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_2_3,RightPartner,hello,1787678654.1006167
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_2,LeftPartner,Please consider supporting me!,1787678655.029394
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_1_3,LeftPartner,hello,1787678659.110073
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,No convincing needed!,1787678662.8603642
e3cj2oap,238,l5b6nbu0,16-bargaining_tdl_main-255_2_3,RightPartner,Hi! I hope you are having a wonderful day. I'm definitely open to making an alliance!,1787678663.5504723
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_3,RightPartner,Hello!,1787678666.2028913
e3cj2oap,232,o6747oqy,16-bargaining_tdl_main-254_1_3,LeftPartner,Are you ready to support me?,1787678667.2170873
e3cj2oap,204,7btk6yh9,16-bargaining_tdl_main-255_2_3,LeftPartner,ok great ,1787678674.870752
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,Exactly,1787678676.5537748
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_3,RightPartner,Please consider supporting me.,1787678678.4957418
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_2_3,LeftPartner,are you there or you don't want to speak,1787678679.731973
e3cj2oap,204,7btk6yh9,16-bargaining_tdl_main-255_1_2,RightPartner,nevermind ,1787678681.087476
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_3,RightPartner,im not sure. ,1787678683.8042064
e3cj2oap,219,aomqxzxn,16-bargaining_tdl_main-254_1_2,LeftPartner,Great! I will support you too!!,1787678685.739469
e3cj2oap,234,dhfdk9ho,16-bargaining_tdl_main-256_1_2,RightPartner,"Hi Yellow, just want to let you know that it's okay if you choose not to support me. I won't be offended either way. ",1787678686.0917547
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_1_3,LeftPartner,Good luck to you ,1787678686.1564243
e3cj2oap,234,dhfdk9ho,16-bargaining_tdl_main-256_2_3,LeftPartner,"Hi Purple, just want to let you know that it's okay if you choose not to support me. I won't be offended either way.",1787678689.0918524
e3cj2oap,182,1nfxf6bl,16-bargaining_tdl_main-255_1_3,RightPartner,Howdy...Ok.  Let's start that way and get paid!,1787678692.8633337
e3cj2oap,224,i3tw9by7,16-bargaining_tdl_main-254_1_2,RightPartner,Thank you so much!,1787678693.5359552
e3cj2oap,238,l5b6nbu0,16-bargaining_tdl_main-255_2_3,RightPartner,Yellow did not respond to me so I will plan on picking you and you pick me. Thanks for making this easy! ,1787678701.2862587
e3cj2oap,232,o6747oqy,16-bargaining_tdl_main-254_2_3,RightPartner,Hello!,1787678703.5727506
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_2_3,RightPartner,Ok i appreciate that,1787678707.4833193
e3cj2oap,204,7btk6yh9,16-bargaining_tdl_main-255_2_3,LeftPartner,yep same for me ,1787678710.6400464
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_1_3,LeftPartner,I hope you consider me ,1787678717.7435317
e3cj2oap,245,aza64ift,16-bargaining_tdl_main-257_1_3,LeftPartner,"Hi Yellow! I'm planning to support you so we can both earn $3. If you support me back, we'll both lock in the payout",1787678722.889292
e3cj2oap,245,aza64ift,16-bargaining_tdl_main-257_2_3,RightPartner,"Hi Orange! I'd like to form a pair with you so we both get $3. If you support me and I support you, we're guaranteed the payout. Let me know if you're down",1787678725.878398
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,Should we go to the next page now or should we wait for the 5 minutes left?,1787678728.3766038
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,Do we have to wait for the chat time remaining to hit next?,1787678728.9549305
e3cj2oap,234,dhfdk9ho,16-bargaining_tdl_main-256_1_2,RightPartner,"Are you guys actually real, or are you chatbots?",1787678734.0565915
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_3,RightPartner,Same with you. ,1787678734.3621044
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_2_3,RightPartner,I will also be ok no matter how it turns out,1787678735.963459
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_3,RightPartner,"Unfortunately, it seems only two of us can earn $3, right?",1787678739.7313704
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_2,LeftPartner,"Unfortunately, it seems only two of us can earn $3, right?",1787678740.9353297
e3cj2oap,234,dhfdk9ho,16-bargaining_tdl_main-256_2_3,LeftPartner,"Are you guys actually real, or are you chatbots?",1787678742.6843884
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_2,LeftPartner,Not a chat bot. Real person.,1787678746.019169
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,we have the same questions lol!,1787678749.088868
e3cj2oap,247,ydi9wcyw,16-bargaining_tdl_main-258_2_3,RightPartner,Hi,1787678751.8003564
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_2,LeftPartner,I won,1787678754.9887688
e3cj2oap,247,ydi9wcyw,16-bargaining_tdl_main-258_1_3,LeftPartner,Hi,1787678755.234838
e3cj2oap,229,x19owtic,16-bargaining_tdl_main-258_2_3,LeftPartner,hi,1787678757.5331874
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_3,RightPartner,Will do.,1787678757.7318494
e3cj2oap,200,uwbj9tdk,16-bargaining_tdl_main-258_1_3,RightPartner,"Hi, Please lets support each other",1787678761.1402245
e3cj2oap,236,swbhhygv,16-bargaining_tdl_main-256_2_3,RightPartner,Everyone is real as far as i know,1787678761.282986
e3cj2oap,233,w4s16c6i,16-bargaining_tdl_main-256_1_2,LeftPartner,"I mean, I won't take offense either if you don't pick me",1787678770.0926957
e3cj2oap,247,ydi9wcyw,16-bargaining_tdl_main-258_1_3,LeftPartner,"Ok, lets do it",1787678772.4441047
e3cj2oap,200,uwbj9tdk,16-bargaining_tdl_main-258_1_2,LeftPartner,"Hi, lets support each other",1787678776.2058408
e3cj2oap,245,aza64ift,16-bargaining_tdl_main-257_1_3,LeftPartner,yeah ,1787678782.216916
e3cj2oap,247,ydi9wcyw,16-bargaining_tdl_main-258_2_3,RightPartner,I plan on supporting yellow,1787678782.5575752
e3cj2oap,200,uwbj9tdk,16-bargaining_tdl_main-258_1_2,LeftPartner,okay?,1787678784.416372
e3cj2oap,245,aza64ift,16-bargaining_tdl_main-257_1_3,LeftPartner,nice,1787678788.4812741
e3cj2oap,239,6no7mztb,16-bargaining_tdl_main-257_1_2,RightPartner,"hHi Yellowi will support you if you support me.t hat way ,both get 3 dollars each.I tv is the safest option for both of us.l et me know if you agree",1787678790.8487341
e3cj2oap,229,x19owtic,16-bargaining_tdl_main-258_1_2,RightPartner,ok,1787678795.6514125
e3cj2oap,218,h23zewsa,16-bargaining_tdl_main-251_1_3,LeftPartner,I think we can hit next and then we can vote,1787678798.3183906
e3cj2oap,200,uwbj9tdk,16-bargaining_tdl_main-258_1_3,RightPartner,Got it,1787678801.3891828
e3cj2oap,197,uaz7imns,16-bargaining_tdl_main-251_1_3,RightPartner,"Ok let's click"" next""",1787678804.1501782
e3cj2oap,200,uwbj9tdk,16-bargaining_tdl_main-258_1_2,LeftPartner,lets do this,1787678813.1665974
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_2,LeftPartner,"Yes, but how can I choose between you two?",1787678818.0456748
e3cj2oap,245,aza64ift,16-bargaining_tdl_main-257_2_3,RightPartner,hi,1787678840.576761
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_2,LeftPartner,I've already told purple I would support them.,1787678842.1556158
e3cj2oap,252,idewxne0,16-bargaining_tdl_main-259_2_3,LeftPartner,"Hey, you want to support each other so we can both get $#?",1787678853.233618
e3cj2oap,252,idewxne0,16-bargaining_tdl_main-259_2_3,LeftPartner,$3,1787678858.9703689
e3cj2oap,253,3fes49s0,16-bargaining_tdl_main-259_2_3,RightPartner,"i will support you orange, support me back ",1787678859.0458455
e3cj2oap,253,3fes49s0,16-bargaining_tdl_main-259_2_3,RightPartner,okay,1787678862.298757
e3cj2oap,239,6no7mztb,16-bargaining_tdl_main-257_1_2,RightPartner,iI willmake the choice easy for you;i I am 100% ccommitted to supporting youif you support me bback wwe bothget 3$,1787678984.365136
e3cj2oap,260,lh6jjg3z,16-bargaining_tdl_main-260_1_3,LeftPartner,hello,1787679013.4503012
e3cj2oap,260,lh6jjg3z,16-bargaining_tdl_main-260_2_3,RightPartner,hi,1787679017.6250465
e3cj2oap,246,xolewqgc,16-bargaining_tdl_main-260_1_3,RightPartner,Hi Purple!,1787679024.3655064
e3cj2oap,255,5gqln4es,16-bargaining_tdl_main-260_2_3,LeftPartner,hello,1787679024.9339063
e3cj2oap,255,5gqln4es,16-bargaining_tdl_main-260_1_2,RightPartner,hello,1787679028.7748263
e3cj2oap,260,lh6jjg3z,16-bargaining_tdl_main-260_1_3,LeftPartner,how are you doing?,1787679033.2848806
e3cj2oap,246,xolewqgc,16-bargaining_tdl_main-260_1_2,LeftPartner,Hello Orange!,1787679034.0388675
e3cj2oap,221,54x6fevk,16-bargaining_tdl_main-257_1_2,LeftPartner,"Sure, but I already told Purple. Sorry.",1787679034.9391122
e3cj2oap,260,lh6jjg3z,16-bargaining_tdl_main-260_2_3,RightPartner,how are you?,1787679038.2985234
e3cj2oap,255,5gqln4es,16-bargaining_tdl_main-260_2_3,LeftPartner,i'm fine ,1787679042.8753505
